Loan.Id,Current.Loan.Amount,Term,Credit.Score,Years.in.current.job,Annual.Income,Monthly.Debt,Years.of.Credit.History,Number.of.Credit.Problems,Current.Credit.Balance,Maximum.Open.Credit,Loan.Status
35557,34398,0,-1,10,-1,1543,22.6,0,22251,91566,1
35558,8042,0,741,10,68354,14.81,12.6,0,0,0,1
35559,28956,0,718,10,69088,880.87,14.5,0,19967,29582,1
35560,100000000,0,743,2,146798,753.56,21.5,0,3270,7694,1
35561,17912,1,700,10,46192,1004.67,15.7,0,20613,31232,0
35562,7671,0,723,6,99620,1593.92,21.7,0,74581,87845,0
35563,18297,1,733,10,41504,612.19,20.5,0,24492,32612,0
35564,17982,1,657,5,95904,927.07,8,0,9232,13596,0
35565,26544,0,703,10,98310,1073.22,17.4,0,11425,23221,1
35566,13061,1,701,10,74667,927.11,22,1,5992,11242,1
35567,20975,1,676,5,41950,643.23,14.2,0,21348,22980,1
35568,21801,0,745,7,81988,1106.84,20.8,0,27733,33413,1
35569,100000000,0,747,2,94368,1187.46,14.4,0,9259,14934,1
35570,100000000,1,703,1,75060,963.27,18.9,0,22295,28114,1
35571,12633,1,716,3,66918,1003.76,13.7,0,3407,5512,0
35572,2533,0,705,-1,35462,484.64,28.2,1,3164,4559,1
35573,1395,0,-1,1,-1,239.06,13.1,0,2008,20285,1
35574,100000000,0,716,3,57159,1609.98,11.2,0,16508,30179,1
35575,11012,0,744,5,30755,653.55,21.7,0,11174,38007,0
35576,8872,0,-1,3,-1,483.03,12,0,9432,9970,1
35577,7084,0,737,1,23947,352.22,10.4,0,10196,12874,1
35578,30042,0,748,1,140196,604.01,19.1,0,8784,79138,1
35579,8389,0,685,1,24673,559.25,5.5,0,5460,19709,1
35580,14747,0,745,8,110910,1432.58,28.2,0,22357,63876,1
35581,18322,0,743,10,71253,718.46,37.3,0,20861,88393,1
35582,100000000,0,724,2,59850,952.61,12,0,11317,14716,1
35583,26463,1,640,7,65667,864.61,46.5,1,6783,14103,0
35584,15144,1,685,7,99950,1540.9,17.5,0,27845,29876,0
35585,4916,1,703,8,50165,255.01,16,0,722,4515,1
35586,34955,1,706,8,105862,2567.16,36.8,0,41079,67122,1
35587,10181,0,701,10,45815,1328.62,24.5,0,10924,17204,0
35588,35802,1,683,10,92061,1296.53,22.1,0,19074,30470,1
35589,5906,0,687,1,53158,742.43,21,0,6579,11132,1
35590,7914,0,739,2,13356,13.8,13.7,0,699,1982,1
35591,8199,0,-1,1,-1,1176.07,45.6,0,13894,39695,1
35592,6477,0,-1,9,-1,340.81,11.8,0,7375,9289,0
35593,14071,1,-1,3,-1,91.46,20,1,2805,12751,0
35594,17687,1,705,2,51095,1043.2,19.3,0,11557,17096,1
35595,21663,1,744,10,49235,705.7,28.5,0,17571,78442,0
35596,15140,0,750,9,136256,631.32,33.8,0,4368,140911,1
35597,22189,1,740,10,50775,272.07,19.9,0,11882,14724,1
35598,16967,0,-1,10,-1,446,20.8,1,17190,33705,1
35599,13700,0,740,1,39046,759.45,13.8,0,13362,15555,1
35600,100000000,0,746,10,38544,385.44,13.1,0,3349,15435,1
35601,35354,0,735,10,92929,1076.43,23.4,0,30088,37894,1
35602,12265,0,710,3,66437,971.08,13,0,16570,20134,1
35603,23306,1,640,9,59915,162.27,18.8,0,6487,8627,1
35604,7356,0,738,10,119527,2044.92,29.6,0,12532,15433,1
35605,19804,1,-1,10,-1,679.94,12.5,0,10189,30506,0
35606,2995,0,750,5,69881,1351.03,25.8,0,14372,40256,1
35607,9897,0,743,10,59382,167.75,21.8,0,2333,7313,0
35608,11786,0,740,10,125722,1697.24,17.4,0,9251,22564,1
35609,13911,0,699,4,46858,44.12,5.1,1,1866,15175,1
35610,7842,0,-1,1,-1,1015.32,25.9,0,11412,23826,1
35611,15715,0,-1,10,-1,1124.62,18.6,0,17501,52397,1
35612,22479,1,-1,1,-1,1009.23,10.1,0,10405,18884,0
35613,13460,0,-1,1,-1,584.36,16,4,1978,24723,0
35614,10181,0,744,7,50905,1081.73,30.7,1,8114,19365,1
35615,14040,1,668,1,39204,735.08,15,0,14889,19113,1
35616,2490,0,690,10,58061,1499.91,16.2,0,15582,18728,1
35617,11861,0,738,2,39536,358.79,22.8,1,11250,18782,1
35618,20312,0,741,10,79217,1993.62,29,0,59648,96519,0
35619,2048,0,-1,-1,-1,541.88,27,1,6116,12795,0
35620,4176,0,-1,-1,-1,945.35,33.7,0,16705,24859,1
35621,5077,0,722,1,54005,250.67,9.7,0,3067,6196,0
35622,100000000,0,728,10,84435,2033.47,19.8,0,26968,85342,1
35623,100000000,0,689,2,93349,697.01,10.5,0,11729,15353,1
35624,7096,0,740,5,25433,166.8,10.3,0,9969,19584,0
35625,6077,0,727,10,146871,800.44,8,0,7865,12157,0
35626,19726,1,-1,8,-1,1537.89,11.8,0,13260,28577,0
35627,9855,1,726,2,114318,1076.49,12.9,1,19104,27687,1
35628,17301,1,657,3,51035,1403.46,10.6,0,16078,17141,1
35629,30358,0,683,7,84329,1546.02,25.2,0,18645,26484,1
35630,1424,0,722,10,88470,1076.39,12.9,0,7816,10886,1
35631,7447,0,-1,3,-1,229.96,14.6,0,9329,9292,1
35632,17122,1,708,10,63532,1678.31,16.9,0,11143,20635,1
35633,12030,0,-1,3,-1,578.86,13.3,0,10172,17847,1
35634,4194,0,746,9,35525,526.95,18.7,0,3990,11432,1
35635,14696,1,711,10,78376,598.92,14.8,0,10006,18028,0
35636,14028,0,738,6,52104,607.88,12.8,0,25433,31951,1
35637,10107,0,744,2,56599,1094.25,13.4,0,10613,13038,1
35638,13005,1,732,1,52021,494.2,18.9,0,18032,24011,0
35639,11833,0,715,4,59166,591.66,30,0,14743,27302,1
35640,9824,1,-1,3,-1,1031.52,16.5,0,3060,43717,1
35641,35490,1,-1,10,-1,1224.41,25.5,0,45235,51286,1
35642,19089,1,715,6,109362,1157.42,21.7,3,7299,18387,0
35643,16379,1,684,10,44874,441.26,16.8,1,6886,14345,1
35644,8305,0,737,9,54873,896.26,15.3,0,9793,10774,1
35645,14615,0,724,2,38840,880.38,15.1,0,7494,15646,1
35646,17196,0,733,9,115466,1308.62,26.4,0,38811,43412,1
35647,8140,0,747,10,71225,1691.59,23.4,0,4417,6109,1
35648,18252,1,711,2,41067,728.94,6.3,0,200,9080,0
35649,12080,1,739,4,42281,1042.94,10.1,0,20640,46279,0
35650,19766,1,729,3,149233,3059.28,19.9,0,47549,60265,1
35651,4254,0,-1,2,-1,268.42,13.2,0,7362,8404,1
35652,9755,0,710,9,35021,852.17,22,0,1565,2235,1
35653,20396,0,731,1,76485,1344.86,17.9,0,37851,58412,1
35654,4892,0,718,10,69466,1042,30.8,2,45020,80537,1
35655,15173,0,719,3,56007,989.45,11.4,0,12504,22693,1
35656,34220,1,-1,2,-1,2641.58,28.1,0,14307,18775,0
35657,10899,1,724,5,53503,373.63,29.5,1,1931,8777,0
35658,9795,0,732,9,37221,778.54,13,0,7611,12436,0
35659,5513,0,724,5,38592,373.06,15.6,0,3671,6017,1
35660,24194,0,748,2,93753,1585.99,20,0,47697,60684,1
35661,7998,0,-1,8,-1,597.72,21.7,1,2918,5032,1
35662,100000000,0,748,1,128193,809.76,19.4,0,16754,58580,1
35663,1985,0,-1,5,-1,635.26,14.9,0,0,0,1
35664,19925,1,689,7,60177,1434.21,17,0,26948,38442,0
35665,29826,1,700,10,124275,2754.76,18.5,0,84210,92538,0
35666,12138,0,729,10,50575,156.78,14.5,0,4878,17118,1
35667,100000000,0,742,3,50825,622.61,14.9,0,35183,58058,1
35668,100000000,0,684,10,93800,1422.63,21.4,0,8061,17448,1
35669,11974,0,733,1,49890,473.96,13,1,682,11188,1
35670,13305,0,687,3,63704,706.06,32.8,1,9025,14943,1
35671,7647,1,696,10,34639,438.76,16,0,8331,12472,0
35672,20702,0,725,9,133248,1232.54,15.4,1,23439,29859,1
35673,6035,0,-1,1,-1,1006.91,39.2,0,17519,20323,1
35674,15195,0,744,-1,48035,560.41,27.8,0,16926,64357,1
35675,20442,0,736,10,71937,1996.26,31.7,0,23103,32910,0
35676,11819,0,740,9,103415,849.72,22.3,0,93046,130317,1
35677,2037,0,727,1,52967,534.08,21.2,1,3165,20685,1
35678,19786,1,738,10,79144,1108.02,32.5,0,7304,44536,1
35679,8672,0,708,10,53050,769.23,25,1,6690,9796,1
35680,18054,0,-1,1,-1,1229.1,27,0,20595,49987,1
35681,12992,0,724,1,63962,1050.04,14.4,1,3807,8186,0
35682,11879,1,699,10,38606,1080.97,7,0,4845,8310,0
35683,23482,0,747,10,66326,455.99,11.1,0,11038,13990,0
35684,14742,1,-1,10,-1,1406.02,18.7,5,51,8518,1
35685,11876,0,734,7,74228,1620.63,15.6,0,24866,34778,1
35686,100000000,0,722,10,59022,1146.01,23,0,20574,33618,1
35687,2028,0,657,5,40182,512.32,12.2,0,2190,3344,1
35688,19814,0,715,3,79256,525.07,20.8,0,11043,29928,1
35689,18094,1,-1,2,-1,1707.5,17,0,5884,26870,1
35690,100000000,0,742,4,49820,651.81,8,0,4963,17353,1
35691,8122,0,747,9,36551,233.62,14.2,0,6989,20377,1
35692,14384,0,718,10,74867,1590.92,15.2,0,24282,40003,1
35693,7840,0,743,5,45080,231.41,17.2,0,7484,19092,0
35694,10133,0,700,5,65865,1289.85,8.9,0,18412,24226,1
35695,12293,0,720,10,81952,433.66,15.7,2,3968,11669,1
35696,13883,0,705,4,75728,1672.32,12.3,0,22178,53185,1
35697,4541,1,658,-1,36163,714.53,10.8,0,7233,7307,0
35698,9050,0,747,1,48269,852.75,19.7,0,18329,61097,1
35699,18101,0,703,2,96538,941.24,20.4,0,31597,38393,0
35700,100000000,0,740,10,34759,460.55,22.6,0,16750,36254,1
35701,18774,0,750,8,39101,690.79,13.1,0,3920,18233,1
35702,16682,1,681,9,116265,1743.98,19.4,0,23149,51327,1
35703,9769,0,691,1,58614,937.82,17.1,0,4240,4885,0
35704,19866,0,-1,10,-1,1076.07,14.9,0,20037,20850,1
35705,14678,0,747,1,141883,2057.3,18.4,0,95494,226826,1
35706,14838,1,619,6,54406,1065.45,12.7,0,22938,31250,1
35707,15212,0,744,3,212961,1366.5,25.6,1,19976,53699,0
35708,30015,0,733,1,87074,1356.9,14,1,19009,30708,1
35709,24451,0,736,5,68463,1791.46,30,0,34469,36475,1
35710,1794,0,-1,1,-1,648.17,12.2,0,11265,20045,1
35711,9760,0,-1,10,-1,632.45,18.2,0,16398,18445,0
35712,5332,0,744,10,41471,822.5,26,0,11437,16795,1
35713,8733,0,744,2,53624,799.89,17.9,1,9419,15621,1
35714,19350,1,666,10,69829,1227.82,18.6,0,5836,8659,1
35715,100000000,1,741,10,43701,724.7,18.8,0,21282,27426,1
35716,100000000,0,739,5,64753,1268.08,12.8,0,5374,20832,1
35717,10266,0,750,5,47381,477.76,16.4,0,21051,55543,1
35718,16013,0,-1,10,-1,1321.16,23,0,25735,34312,1
35719,100000000,0,735,1,24708,67.13,18.1,1,2584,21537,1
35720,24298,0,726,9,91116,2027.33,16.7,0,21271,44222,0
35721,100000000,0,737,-1,34171,635.01,40.5,0,0,0,1
35722,25613,1,716,6,94254,871.85,16.2,0,16613,18337,1
35723,16799,1,-1,10,-1,1942.63,17.5,0,42119,76859,0
35724,2406,0,-1,2,-1,2848.65,21.1,0,36001,45514,1
35725,26513,1,626,10,105235,2052.08,15.3,0,9293,29787,1
35726,14927,0,748,10,98515,629.68,18.1,0,2362,34237,1
35727,29316,0,734,1,195440,2312.71,14.7,0,33352,50457,0
35728,100000000,0,741,1,23014,276.17,21,0,9367,10500,1
35729,100000000,1,731,7,108405,957.58,16.7,0,11832,21670,1
35730,3962,0,733,7,29712,277.31,14.7,1,2624,2873,1
35731,8046,0,692,9,72410,657.73,18,1,74,6765,1
35732,27586,0,726,4,187188,4024.54,23,0,15912,55636,1
35733,25851,0,699,2,84693,2406.68,13.3,1,20379,30418,1
35734,100000000,1,698,3,95726,1858.68,20.1,0,12947,19153,1
35735,22732,1,687,5,45614,908.48,19.7,0,32825,36190,1
35736,20927,1,713,10,94668,970.34,23.8,0,13579,13956,0
35737,11298,0,741,7,33598,772.76,15.1,1,8274,27488,1
35738,4408,0,685,1,76875,755.94,10.2,0,4558,9116,1
35739,14750,0,703,10,41060,1108.63,15.6,0,17181,17713,1
35740,2957,0,723,-1,49285,776.24,16.7,1,6495,11536,1
35741,5924,1,-1,6,-1,965.83,18,0,2065,4050,1
35742,9563,0,739,10,49805,1232.67,21.3,1,6474,23976,1
35743,13586,1,667,6,59718,995.3,18.2,0,19696,26981,1
35744,5871,0,725,2,46968,786.71,14,0,4258,7145,1
35745,4944,1,675,10,64272,25.71,21.1,0,508,2279,1
35746,8044,0,714,2,29632,676.6,12.6,0,4898,6231,0
35747,21547,1,726,10,66110,1217.52,22.3,0,16694,32227,1
35748,4000,0,-1,4,-1,1185.8,16.8,0,14237,15996,1
35749,14383,0,-1,1,-1,1161.74,17.5,0,21970,25969,1
35750,7919,0,709,6,24748,447.51,9.3,0,7701,14642,1
35751,19439,0,706,1,49590,739.71,8.7,0,14299,30230,1
35752,15078,0,750,1,110572,903,20.7,0,8047,23806,1
35753,100000000,0,742,4,47277,713.09,14.4,0,9431,14097,1
35754,6910,0,-1,2,-1,525.31,18.4,0,14753,23681,1
35755,7878,1,649,6,29541,136.87,10,0,5682,10330,1
35756,34500,0,716,8,102787,1593.2,16.3,0,40016,60266,1
35757,2974,0,740,3,34696,77.2,16.2,0,1452,8748,1
35758,13965,0,-1,8,-1,1086.16,10.7,0,33110,61315,0
35759,28977,0,747,3,64558,312.03,18.3,0,12369,54014,1
35760,100000000,0,714,8,70308,1236.25,17.3,0,4978,14771,1
35761,8194,0,747,5,61452,495.71,15.4,0,9534,3178093,1
35762,4399,0,741,8,37149,417.92,18.5,0,1777,5964,1
35763,5578,0,735,2,37187,399.76,32,0,8991,18500,1
35764,20496,1,-1,10,-1,912.07,19.8,0,20008,27446,0
35765,21899,0,695,9,109494,1770.15,20.7,0,11172,14143,1
35766,11806,1,697,3,35417,457.47,19,0,21023,25177,0
35767,2361,0,-1,8,-1,858.04,29.6,2,1807,5985,1
35768,14643,0,738,10,82977,1977.62,21.8,0,4987,27403,1
35769,35536,1,-1,7,-1,1482.34,20.1,0,32296,51101,0
35770,7553,0,710,8,81072,1553.87,42.1,0,18395,39305,1
35771,100000000,0,725,3,93708,709.05,16.3,1,4793,22087,1
35772,15967,1,675,2,50036,838.1,16.5,0,16590,19518,0
35773,100000000,0,707,10,86037,1484.14,29.2,0,29778,38324,1
35774,10575,0,747,10,73358,1944,19.9,0,15948,32814,1
35775,9932,0,726,10,64558,634.82,19.5,0,24777,30972,0
35776,16328,1,-1,9,-1,739.18,18.9,0,8247,11024,1
35777,12283,0,-1,8,-1,911,11.8,0,8475,18033,1
35778,9784,0,-1,2,-1,232.48,12.6,0,9309,15541,0
35779,12283,0,744,10,66534,1630.08,15.5,0,16712,43409,1
35780,1470,0,-1,7,-1,444.96,14.6,0,3757,5879,1
35781,24463,0,709,1,97850,1492.21,11.3,0,14582,20742,1
35782,10497,0,-1,5,-1,626.81,15,0,3788,6398,1
35783,7162,0,711,10,49437,613.84,15.9,0,8320,13041,1
35784,34433,1,640,7,100188,1107.91,28.4,0,20773,29134,0
35785,9956,1,688,8,51245,892.53,12.1,0,1454,1465,1
35786,8102,0,-1,-1,-1,408.42,12.9,0,3703,7094,1
35787,13446,0,-1,6,-1,839.62,16.2,0,27743,43827,1
35788,6598,0,750,2,55983,499.18,10.9,0,6539,51489,1
35789,10410,0,733,6,67267,1222.02,15.9,1,8094,16318,1
35790,9049,0,751,8,77416,636.1,17.3,0,10583,53720,1
35791,100000000,0,710,-1,21853,358.75,15.4,0,2487,7491,1
35792,10950,0,699,10,75084,1877.11,12.3,0,31902,84173,0
35793,8995,0,661,10,236858,2309.36,17.7,1,22340,22497,0
35794,100000000,1,597,10,54065,977.67,17.5,0,21836,23839,1
35795,23576,1,679,6,59131,763.78,17.5,0,14541,26828,1
35796,35109,1,-1,10,-1,440.44,15.5,0,3075,18747,1
35797,7851,0,742,2,32386,426.42,25,1,7069,20431,0
35798,15304,1,718,10,44865,953.38,16.5,0,6334,40088,1
35799,11407,0,737,10,97776,1246.64,27,0,15004,24923,1
35800,3066,0,716,3,37814,532.54,12.2,0,1188,3271,1
35801,7785,0,733,1,34934,115.86,7.4,0,4350,14795,1
35802,100000000,0,736,2,50380,839.66,10.5,0,9990,15610,1
35803,9941,0,715,9,77990,1117.86,24.8,0,13017,15607,1
35804,22367,1,-1,7,-1,1531.83,23.4,0,21823,36989,1
35805,100000000,0,671,1,102320,1040.26,12,0,16124,19759,1
35806,11843,0,733,10,118428,2289.61,16.5,0,58472,73457,0
35807,12277,1,690,9,47063,1302.07,14.6,0,12429,20242,1
35808,20016,0,693,10,100080,1217.64,16.5,0,17163,21007,1
35809,11657,1,707,10,55033,1568.44,19.5,0,18275,37526,1
35810,9931,0,-1,-1,-1,2197.56,34.2,0,22822,29601,0
35811,8832,0,724,1,61576,564.45,7,0,7578,18756,1
35812,19836,1,724,9,173565,3644.87,14,0,12194,30183,0
35813,6830,0,-1,10,-1,698.04,15,1,7865,12386,1
35814,17324,0,746,5,63473,1211.27,19.9,0,15918,65237,1
35815,10118,0,691,10,101180,826.31,23.3,1,11050,16591,1
35816,1206,0,708,8,40196,81.39,11.7,0,12523,12560,1
35817,5791,0,741,6,50924,895.4,29.6,0,594,18566,1
35818,34794,0,-1,1,-1,2089.06,27.4,0,95841,3091651,1
35819,11969,0,738,1,37215,682.26,14.8,0,12260,20535,1
35820,17757,1,720,10,89772,430.15,15.7,0,19236,24567,1
35821,34531,0,722,1,86328,1043.12,29.6,0,19517,20522,0
35822,33926,0,-1,10,-1,1461.98,17.9,0,23914,38386,0
35823,100000000,1,736,10,59381,661.6,28.3,0,18085,29311,1
35824,6987,0,707,5,56892,1077.15,15.7,0,25668,42287,1
35825,10853,0,-1,4,-1,537.79,7.3,0,9392,11049,1
35826,2940,0,747,1,17642,63.66,15.7,1,1527,7341,1
35827,9766,0,683,1,19532,134.77,18.6,0,584,586,1
35828,100000000,1,677,2,54891,1353.98,10.6,0,20519,23317,1
35829,14152,0,727,10,51371,813.37,14.9,0,21030,21726,1
35830,17264,0,732,1,48228,639.01,10.1,0,9491,11791,1
35831,16275,1,722,10,101720,169.54,30.9,0,4114,6810,1
35832,100000000,1,725,1,56561,1131.22,20,0,18117,54571,1
35833,12108,0,-1,4,-1,1252.42,6.1,0,7882,10290,0
35834,100000000,0,743,10,267226,1973.02,32.5,0,43896,52132,1
35835,13505,0,721,3,102310,1517.59,21.2,0,24493,41726,1
35836,100000000,1,655,8,38427,480.34,16.7,0,5827,6063,1
35837,9978,0,740,10,49890,868.91,20.4,0,7232,32873,1
35838,9041,0,734,2,65293,946.74,15.2,0,7189,18063,1
35839,23580,0,-1,6,-1,1228.13,18.7,0,22030,23287,1
35840,100000000,1,618,8,43428,199.4,13,0,6319,7697,1
35841,13616,0,742,6,40048,577.36,25.2,0,24303,38576,1
35842,4002,0,-1,1,-1,493.58,11.8,0,2851,14698,1
35843,100000000,0,716,3,35926,553.85,11.1,0,9592,18808,1
35844,11246,0,694,3,55332,326,19,0,18122,21993,1
35845,2036,0,719,10,61074,508.95,20.7,0,4826,5291,1
35846,14628,0,741,7,34132,298.66,21,0,16528,35391,1
35847,15165,0,680,1,60660,458.99,10.5,0,5587,6166,1
35848,23974,1,723,6,67925,883.03,18.9,0,25961,45150,1
35849,19806,0,747,4,94079,1262.22,11,0,20131,25164,1
35850,19266,1,612,10,43898,764.55,18.1,0,25480,29662,1
35851,20492,0,741,10,69673,859.3,45.6,0,23814,41926,0
35852,35287,1,-1,8,-1,2479.44,30.3,0,913,41520,1
35853,26026,1,-1,10,-1,862.28,24,0,38146,58061,0
35854,5688,0,730,10,69074,1980.13,16,0,17928,38389,0
35855,10146,1,-1,-1,-1,229.18,27.2,1,5244,25835,1
35856,3011,0,-1,-1,-1,364.14,25.8,1,217,2521,1
35857,12088,0,729,10,65475,1003.95,24.8,0,9698,18027,1
35858,4024,0,692,3,75443,2011.8,13.9,0,7805,13574,1
35859,6008,0,737,6,48062,944.03,50.4,0,21226,32807,0
35860,26254,1,633,10,94181,2283.89,16.5,0,27963,35262,1
35861,28291,0,747,6,1919760,335.96,11.2,0,13889,25768,1
35862,9939,0,-1,6,-1,840.84,18.9,1,5175,17970,1
35863,18837,0,740,5,42828,233.06,9.2,0,4594,12691,0
35864,10249,0,743,1,46121,530.39,26.5,0,14395,21943,1
35865,7145,0,-1,3,-1,120.39,10.3,0,6897,39867,1
35866,10146,1,670,5,36526,697.03,8.3,0,6354,13294,0
35867,16298,1,717,10,38689,673.84,15.6,0,13310,16291,1
35868,35774,1,698,10,102210,1303.18,24.4,0,24431,30162,1
35869,10315,0,710,10,45068,303.45,12.7,0,7389,15823,1
35870,100000000,0,729,4,74798,427.59,14.6,0,3021,4888,1
35871,14409,1,719,10,48760,995.51,17.7,0,11918,55432,0
35872,7892,0,-1,5,-1,1307.11,11.3,0,12355,14267,1
35873,5424,0,720,1,20184,427.22,13,1,12448,22389,0
35874,11615,1,636,-1,40400,558.86,18.3,3,8083,15251,1
35875,14732,1,723,1,54016,936.27,18,1,5160,23889,1
35876,15294,0,728,10,63215,1975.48,15.4,0,17675,29756,0
35877,17119,1,720,5,39128,818.43,18.9,0,25756,34711,1
35878,23467,1,703,4,58668,977.8,16.5,3,5878,11826,1
35879,35259,0,741,10,82180,1212.15,16.5,0,45284,57032,1
35880,2945,0,711,10,47122,506.56,23.9,0,7419,11966,1
35881,6058,0,730,1,25240,637.31,5.9,0,6201,8685,1
35882,4986,0,735,5,32908,298.91,17.4,0,5220,11678,0
35883,100000000,0,739,10,50545,243.46,16.9,0,10921,24269,1
35884,11777,0,-1,10,-1,1689.23,21,0,8672,20795,0
35885,100000000,0,706,10,54054,337.39,19.4,0,13904,102234,1
35886,17725,1,722,6,118164,772,16.9,0,11102,18816,1
35887,5092,0,734,4,42875,600.96,16.6,1,6153,12113,1
35888,34566,0,-1,10,-1,842.25,21.9,0,36011,57251,1
35889,34552,1,678,1,112541,1087.89,26,0,13378,26648,1
35890,19986,0,738,10,52963,781.2,25.5,0,19102,24872,1
35891,100000000,1,721,4,46883,832.16,12,1,9789,17144,1
35892,3842,0,722,10,38914,703.7,21.5,0,3057,11323,1
35893,100000000,0,747,3,70000,534.92,16.6,0,20327,27395,1
35894,24813,1,744,10,143913,1415.14,22.7,0,5868,33530,1
35895,3194,0,741,4,44222,1039.21,10.5,0,652,786,0
35896,35525,0,736,10,131950,1682.36,19.1,0,41414,37855,1
35897,19688,1,685,10,60048,930.75,16.7,1,7890,15440,1
35898,22417,1,696,9,44834,560.42,9.5,0,6801,22153,1
35899,2956,0,680,10,31234,559.61,13.4,0,8047,10845,1
35900,20136,1,684,1,68865,849.91,12.8,0,13211,13995,0
35901,2531,0,724,3,42512,563.29,7.9,0,305,3957,1
35902,100000000,0,743,4,190874,4040.17,23.8,0,81858,183950,1
35903,15622,1,740,6,60927,0,20.5,0,0,0,1
35904,4996,0,716,4,39968,639.49,13.2,0,1225,5000,1
35905,15026,0,747,3,37811,822.4,20.2,0,29331,48482,0
35906,19298,1,732,10,79905,1131.99,15.1,0,15796,16895,1
35907,2019,0,724,7,45428,353.2,8.9,0,5769,10395,0
35908,19944,0,726,1,74790,443.75,19,0,19475,20741,1
35909,100000000,0,730,-1,95962,1007.6,23.2,3,14998,27170,1
35910,12108,0,-1,10,-1,661.8,21.2,0,7559,24229,1
35911,8373,1,674,10,40389,366.87,22,0,7788,10539,1
35912,10118,0,744,10,111298,1771.49,25.5,0,39950,487194,0
35913,5010,0,729,-1,20040,102.2,16,0,3241,3809,0
35914,21113,0,740,10,130702,2189.26,22.8,0,68465,100241,1
35915,1518,0,682,1,32390,577.63,9.8,0,8890,10935,1
35916,6149,0,-1,1,-1,408.94,7,0,1122,5845,1
35917,5959,0,719,1,19864,248.3,14,0,6894,10228,1
35918,30327,1,-1,1,-1,820.96,13.9,0,9284,14644,1
35919,13135,0,732,7,45468,769.17,9.5,0,13378,14750,0
35920,9958,0,747,10,83828,1640.24,18,0,8456,44505,1
35921,5067,0,742,10,50670,479.26,24.4,1,1832,3650,1
35922,25894,0,688,4,59100,970.23,15.2,0,17951,25756,1
35923,11932,0,731,2,44744,935.88,17.5,1,9318,12923,0
35924,21950,1,701,8,101620,1659.79,14.3,0,16103,40057,1
35925,7090,0,746,1,44902,866.61,12.5,0,12233,32884,1
35926,9494,0,719,5,48226,727.4,41.9,1,3557,6431,1
35927,4173,0,731,6,42919,622.33,18.4,0,5451,8149,1
35928,20164,0,680,10,43566,114,12,0,4335,5645,1
35929,100000000,0,735,10,54718,451.42,28,0,14815,17595,1
35930,9944,0,700,10,55686,321.12,13.8,0,7587,8158,1
35931,12771,0,724,3,49552,433.59,19.3,0,11834,12878,1
35932,9774,0,-1,2,-1,531.71,17.7,4,1881,6648,1
35933,9681,0,-1,10,-1,754.31,22.9,0,15056,19058,1
35934,12176,0,742,10,50735,1010.47,15.7,1,8134,23306,1
35935,29907,0,725,4,159504,1408.95,16,0,55972,65618,1
35936,9340,0,700,7,106170,650.29,17.2,5,7587,11727,1
35937,12550,0,719,10,106875,2217.65,21.8,0,38544,44924,1
35938,34335,0,-1,6,-1,2071.87,30.2,2,15050,27869,1
35939,5594,0,697,2,39956,379.58,25.1,0,13573,19171,0
35940,9863,0,744,6,28325,230.61,12.7,0,13573,24280,1
35941,13452,0,-1,10,-1,684.38,18,0,22088,27101,1
35942,100000000,0,715,1,49410,1432.89,15.4,2,2943,6131,1
35943,6110,0,720,1,45828,385.72,5.2,0,4161,9768,1
35944,2205,0,747,1,45848,206.7,9.6,0,3098,34814,1
35945,100000000,0,656,7,52812,770.18,11.4,0,7823,12618,1
35946,10671,0,-1,10,-1,1167.26,14.8,0,7589,10600,0
35947,9947,0,-1,10,-1,677.64,24.2,2,8833,13223,1
35948,5888,0,735,-1,34372,98.25,32.9,1,935,5501,0
35949,10897,0,707,8,30480,546.1,16,0,10520,12091,0
35950,9854,0,-1,10,-1,748.9,19.6,0,15760,40723,1
35951,6518,0,747,10,64981,459.2,26.1,0,15970,41053,0
35952,7031,0,699,10,118519,887.91,22.6,0,41074,43100,1
35953,100000000,0,744,10,66508,1202.69,13.9,0,3118,9506,1
35954,10212,1,729,3,81696,1313.95,22.2,0,9693,14193,1
35955,100000000,1,718,10,92460,1171.16,16.9,0,28096,32746,1
35956,14792,0,742,10,64097,1185.79,23.8,0,34104,46911,1
35957,34360,0,-1,10,-1,1731.86,29.6,0,20374,35933,0
35958,100000000,0,679,1,69594,1490.47,12.2,0,19163,27854,1
35959,15152,1,630,10,110101,1825.84,12.9,0,20828,60901,1
35960,6516,0,-1,10,-1,556.76,20.9,3,5856,21293,1
35961,100000000,0,733,5,55524,1267.8,11,0,9549,14189,1
35962,2965,0,741,10,58304,299.3,18.2,0,1913,11059,1
35963,15501,0,713,9,43228,597.98,12,1,10466,20520,0
35964,7121,0,-1,-1,-1,508.9,27.4,0,7346,99269,0
35965,9488,0,-1,10,-1,617.79,18.6,0,1454,21070,1
35966,7992,0,732,2,66234,1081.82,11.2,0,14528,30142,1
35967,2639,0,747,2,43979,155.39,15.5,0,22031,33431,1
35968,27485,0,697,1,63804,1382.42,16.3,0,24107,24155,0
35969,20834,1,655,10,91273,2274.22,19.1,0,26148,43726,1
35970,29865,0,736,4,109505,1615.2,16,0,27428,56670,1
35971,20162,1,638,2,63510,1095.55,20.6,0,14925,21080,0
35972,7173,0,724,6,39852,617.71,7.6,0,4954,6279,1
35973,25371,0,740,10,75510,874.66,23,0,16377,32951,1
